Rank,School Name,School Type,Early Career Pay,Mid-Career Pay,% High Meaning,% STEM Degrees
1044 (tie),Delaware Valley University,Private School,43200,74400,0.54,0.17
1044 (tie),Everglades University,Private School,44800,74400,0.53,0
1044 (tie),Middle Tennessee State University,"Research University, For Sports Fans, State School",44200,74400,0.53,0.09
1044 (tie),Northern Michigan University,State School,43000,74400,0.47,0.11
1044 (tie),The University of Texas Rio Grande Valley,"Research University, For Sports Fans, State School",43200,74400,0.63,0.17
1051 (tie),Columbus College of Art and Design,"Art, Private School",42000,74300,0.33,0
1051 (tie),Fisher College,Private School,42800,74300,0.41,0.03
1051 (tie),Langston University,State School,44700,74300,0.65,0.03
1051 (tie),Savannah College of Art and Design,"Art, Private School",43600,74300,0.34,0.02
1051 (tie),Texas A & M International University,State School,41500,74300,0.6,0.14
1051 (tie),The University of Virginia's College at Wise,"Liberal Arts School, State School",43300,74300,0.5,0.06
1057 (tie),Catawba College,Private School,42000,74200,0.56,0.13
1057 (tie),Davis & Elkins College,"Liberal Arts School, Private School, Religious",40500,74200,0.46,0.07
1057 (tie),Endicott College,Private School,47600,74200,0.4,0.03
1057 (tie),Husson University,Private School,42600,74200,0.55,0.02
1057 (tie),Methodist University,"Private School, Religious",43700,74200,0.57,0.12
1057 (tie),Southern Arkansas University Main Campus,State School,40800,74200,0.55,0.25
1057 (tie),Trevecca Nazarene University,"Private School, Religious, Research University",43800,74200,0.58,0.05
1064 (tie),Columbus State University,State School,40900,74100,0.6,0.08
1064 (tie),Lyon College,"Liberal Arts School, Private School, Religious",40700,74100,0.53,0.38
1064 (tie),University of Wisconsin-Superior,State School,42700,74100,0.54,0.07
1067 (tie),Chadron State College,State School,41200,74000,0.71,0.04
1067 (tie),Georgian Court University,"Private School, Religious",42700,74000,0.51,0.07
1067 (tie),Independence University,Private School,41200,74000,N/A,0.01
1067 (tie),North Carolina Wesleyan College,"Private School, Religious",44400,74000,0.65,0.08
1067 (tie),Northwestern State University of Louisiana,"For Sports Fans, State School",43600,74000,0.62,0.07
1067 (tie),The Sage Colleges,Private School,43200,74000,0.55,0.09
1073 (tie),Concordia University-Chicago,"Private School, Religious",43700,73900,0.56,0.01
1073 (tie),Georgia College and State University,State School,43300,73900,0.55,0.1
1075 (tie),Avila University,"Private School, Religious",44300,73800,0.69,0.03
1075 (tie),Freed-Hardeman University,"Private School, Religious",41700,73800,0.52,0.07
1075 (tie),Shawnee State University,State School,42200,73800,0.41,0.04
1078 (tie),Bemidji State University,State School,43800,73700,0.47,0.09
1078 (tie),Florida Southern College,"Private School, Religious",43400,73700,0.58,0.15
1078 (tie),CUNY Lehman College,State School,45300,73700,0.55,0.06
1078 (tie),Lander University,State School,40900,73700,0.54,0.07
1082 (tie),Mansfield University of Pennsylvania,State School,41800,73600,0.56,0.08
1082 (tie),Mount Vernon Nazarene University,"Private School, Religious",41300,73600,0.52,0.06
1082 (tie),University of Central Arkansas,"For Sports Fans, State School",42500,73600,0.5,0.09
1085 (tie),Kansas City Art Institute,"Art, Private School",41600,73500,0.33,0
1085 (tie),Maryville University of Saint Louis,"Private School, Research University",45100,73500,0.53,0.02
1085 (tie),Nazareth College,Private School,41400,73500,0.54,0.06
1085 (tie),Sterling College,Private School,40300,73500,0.72,0.08
1089 (tie),Auburn University at Montgomery,State School,42300,73400,0.61,0.06
1089 (tie),Southeast Missouri State University,"For Sports Fans, State School",41300,73400,0.5,0.08
1091 (tie),Castleton University,State School,40900,73300,0.5,0.07
1091 (tie),Fort Hays State University,State School,43200,73300,0.63,0.06
1091 (tie),Grand View University,"Private School, Religious",42700,73300,0.49,0.1
1091 (tie),Indiana Wesleyan University-Marion,"Private School, Religious",45200,73300,0.56,0.06
1091 (tie),Oakland City University,"Private School, Religious",39200,73300,0.63,0.03
1091 (tie),Our Lady of the Lake University,"Private School, Religious",44000,73300,0.56,0.07
1097 (tie),Mid-America Christian University,"Private School, Religious",40900,73200,0.7,0.01
1097 (tie),Simpson University,"Private School, Religious",42300,73200,0.68,0.04
1097 (tie),Virginia State University,State School,42600,73200,0.63,0.11
1100 (tie),Armstrong State University,State School,44800,73100,0.66,0.11
1100 (tie),Athens State University,State School,42100,73100,0.53,0.09
1100 (tie),Huntingdon College,"Private School, Religious",41100,73100,0.66,0.12
1100 (tie),Louisiana College,"Private School, Religious",44700,73100,0.48,0.04
1100 (tie),Morgan State University,"Research University, For Sports Fans, State School",47500,73100,0.57,0.19
1100 (tie),Shorter University-College of Adult & Professional Programs,"Business, Private School, Religious",43800,73100,N/A,0
1100 (tie),Wayland Baptist University,"Private School, Religious",45600,73100,0.66,0.01
1100 (tie),Western State Colorado University,State School,43900,73100,0.48,0.17
1108 (tie),Fresno Pacific University,"Private School, Religious",42400,73000,0.56,0.02
1108 (tie),Johnson & Wales University-Providence,Private School,44500,73000,0.42,0.04
1108 (tie),South Carolina State University,"For Sports Fans, State School",42000,73000,0.74,0.13
1111 (tie),"Anderson University - Anderson, IN","Private School, Religious",42100,72900,0.58,0.05
1111 (tie),Clayton State University,State School,44100,72900,0.53,0.07
1111 (tie),Cumberland University,Private School,43200,72900,0.62,0.04
1111 (tie),University of South Florida-St Petersburg,State School,42800,72900,0.6,0.1
1115 (tie),Marylhurst University,"Business, Private School, Religious",44700,72800,0.59,0
1115 (tie),Oklahoma Wesleyan University,"Private School, Religious",42100,72800,0.62,0.03
1117,Antioch University-Los Angeles,Private School,43200,72700,N/A,0
1118 (tie),Ottawa University-Milwaukee,"Business, Private School, Religious",44000,72500,0.67,0
1118 (tie),Urbana University,"Business, Private School",42000,72500,0.66,0.02
1118 (tie),Webber International University,"Business, Private School",41400,72500,0.53,0.05
1118 (tie),West Virginia State University,"Liberal Arts School, State School",39500,72500,0.47,0.07
1122 (tie),Emporia State University,State School,42000,72400,0.57,0.08
1122 (tie),Massachusetts College of Liberal Arts,"Liberal Arts School, State School",41400,72400,0.49,0.2
1122 (tie),Texas A&M University-Texarkana,State School,39800,72400,0.65,0.08
1122 (tie),University of Dubuque,"Private School, Religious",41500,72400,0.51,0.07
1126 (tie),Francis Marion University,State School,40500,72300,0.59,0.16
1126 (tie),Mercyhurst University,"Private School, Religious",42200,72300,0.5,0.1
1128 (tie),Averett University-Non-Traditional Programs,"Business, Private School, Religious",45900,72200,N/A,0
1128 (tie),Midland University,"Private School, Religious",42900,72200,0.64,0.07
1130 (tie),Adrian College,"Private School, Religious",40600,72100,0.57,0.12
1130 (tie),Erskine College,"Liberal Arts School, Private School, Religious",43300,72100,0.56,0.19
1130 (tie),Mississippi College,"Private School, Religious",43700,72100,0.56,0.19
1130 (tie),Thiel College,"Liberal Arts School, Private School, Religious",40600,72100,0.5,0.19
1134 (tie),Henderson State University,State School,41300,72000,0.6,0.05
1134 (tie),Purdue University-North Central Campus,State School,44600,72000,0.56,0.12
1134 (tie),University of North Alabama,State School,41000,72000,0.61,0.07
1137 (tie),California Baptist University,"Private School, Religious",43300,71900,0.58,0.07
1137 (tie),Goshen College,"Private School, Religious",42900,71900,0.64,0.12
1137 (tie),Houghton College,"Liberal Arts School, Private School, Religious",41000,71900,0.5,0.14
1137 (tie),Johnson & Wales University-North Miami,Private School,39600,71900,0.46,0
1137 (tie),Kentucky Wesleyan College,"Private School, Religious",39700,71900,0.67,0.26
1137 (tie),MidAmerica Nazarene University,"Private School, Religious",45700,71900,0.64,0.02
1137 (tie),Northern State University,State School,41700,71900,0.56,0.11
1137 (tie),University of North Carolina at Greensboro,"Research University, For Sports Fans, State School",41900,71900,0.53,0.1
1145 (tie),Chatham University,Private School,40300,71800,0.53,0.08
1145 (tie),Clarke University,"Private School, Religious",42600,71800,0.49,0.1
1145 (tie),"Columbia College - Columbia, MO","Private School, Religious",42600,71800,0.52,0.02
1145 (tie),Missouri Western State University,State School,42500,71800,0.53,0.12
1145 (tie),Southwest Minnesota State University,State School,42300,71800,0.56,0.04
1145 (tie),Tennessee State University,"Research University, For Sports Fans, State School",46100,71800,0.68,0.1
1151 (tie),Lee University,"Private School, Religious",38600,71700,0.6,0.03
1151 (tie),The University of Tennessee-Martin,"For Sports Fans, State School",42500,71700,0.55,0.09
1151 (tie),University of Rio Grande,Private School,39900,71700,0.59,0.06
1151 (tie),University of South Florida-Sarasota-Manatee,State School,41800,71700,0.52,0.06
1151 (tie),Western Carolina University,"For Sports Fans, State School",42400,71700,0.58,0.06
1156 (tie),East Tennessee State University,"Research University, For Sports Fans, State School",42000,71600,0.59,0.08
1156 (tie),Johnson C Smith University,"Liberal Arts School, Private School",43300,71600,0.58,0.18
1156 (tie),Milwaukee Institute of Art & Design,"Art, Private School",42100,71600,0.34,0
1156 (tie),Quincy University,"Private School, Religious",41000,71600,0.48,0.13
1156 (tie),University of Michigan-Flint,State School,44600,71600,0.51,0.18
1161 (tie),Governors State University,State School,43500,71400,0.47,0.17
1161 (tie),Mount Mercy University,"Private School, Religious",45800,71400,0.56,0.04
1161 (tie),Wingate University,Private School,40600,71400,0.5,0.07
1164 (tie),Kansas Wesleyan University,"Private School, Religious",42800,71300,0.66,0.1
1164 (tie),Union University,"Private School, Religious, Research University",44300,71300,0.61,0.05
1164 (tie),University of Hawaii at Hilo,State School,42900,71300,0.55,0.13
1164 (tie),University of Wisconsin-Green Bay,"For Sports Fans, State School",41400,71300,0.45,0.06
1168,Lesley University,"Private School, Research University",42300,71200,0.51,0.02
1169 (tie),College of Saint Mary,"Private School, Religious",44800,71100,0.38,0.03
1169 (tie),Lubbock Christian University,"Private School, Religious",42100,71100,0.69,0.07
1169 (tie),Newbury College,Private School,41500,71100,0.45,0.03
1169 (tie),Tabor College,"Private School, Religious",43400,71100,0.61,0.06
1173 (tie),Arkansas Tech University,State School,43500,71000,0.54,0.08
1173 (tie),Austin Peay State University,"For Sports Fans, State School",42800,71000,0.66,0.1
1173 (tie),Hope International University,"Private School, Religious",42100,71000,0.52,0
1173 (tie),Milligan College,"Private School, Religious",40700,71000,0.65,0.1
1173 (tie),Pfeiffer University,"Private School, Religious",42900,71000,0.54,0.04
1173 (tie),Siena Heights University,"Private School, Religious",42500,71000,0.55,0.04
1173 (tie),St Petersburg College,State School,45500,71000,0.56,0.09
1180 (tie),Drury University,Private School,40500,70900,0.58,0.1
1180 (tie),Mount Mary University,"Private School, Religious",42900,70900,0.55,0.03
1180 (tie),Northwest Christian University,"Private School, Religious",41900,70900,0.62,0.07
1180 (tie),Wesley College,"Private School, Religious",43400,70900,N/A,0.05
1184 (tie),Antioch University-Midwest,Private School,42100,70800,N/A,0
1184 (tie),Kentucky State University,State School,39500,70800,0.56,0.15
1184 (tie),Ottawa University-Phoenix,"Private School, Religious",41000,70800,0.51,0.01
1184 (tie),Upper Iowa University,Private School,43100,70800,0.54,0.02
1184 (tie),Wayne State College,State School,39400,70800,0.59,0.08
1189 (tie),Alvernia University,"Private School, Religious",44300,70700,0.54,0.03
1189 (tie),Lindenwood University,"Private School, Research University",42100,70700,0.49,0.07
1191 (tie),Broward College,State School,43400,70600,0.54,0.04
1191 (tie),Dean College,Private School,41200,70600,N/A,0.01
1191 (tie),Florida Gulf Coast University,"For Sports Fans, State School",43500,70600,0.54,0.11
1191 (tie),North Carolina Central University,"For Sports Fans, State School",41600,70600,0.67,0.1
1191 (tie),University of Hawaii-West Oahu,State School,40200,70600,0.61,0
1191 (tie),University of the Incarnate Word,"Private School, Religious, For Sports Fans",44200,70600,0.61,0.08
1197 (tie),Brenau University,Private School,42600,70500,0.63,0.02
1197 (tie),Charleston Southern University,"Private School, Religious, For Sports Fans",41300,70500,0.64,0.08
1197 (tie),Covenant College,"Liberal Arts School, Private School, Religious",41700,70500,0.63,0.1
1197 (tie),Northwest Nazarene University,"Private School, Religious",43100,70500,0.67,0.07
1197 (tie),Shorter University,"Private School, Religious",43300,70500,0.61,0.06
1202 (tie),Georgia Southwestern State University,State School,40300,70400,0.59,0.05
1202 (tie),Northland College,"Liberal Arts School, Private School, Religious",40300,70400,0.51,0.24
1202 (tie),Stephens College,Private School,40600,70400,0.5,0.04
1202 (tie),William Penn University,"Private School, Religious",43300,70400,0.55,0.08
1206 (tie),Adams State University,State School,41400,70300,0.58,0.03
1206 (tie),Cedar Crest College,Private School,45200,70300,0.56,0.05
1208 (tie),Barton College,"Private School, Religious",42600,70200,0.63,0.09
1208 (tie),Ursuline College,"Private School, Religious",46200,70200,0.63,0.01
1210 (tie),Regent University,"Private School, Research University",39700,70100,0.63,0.01
1210 (tie),Seton Hill University,"Private School, Religious",40900,70100,0.64,0.11
1212 (tie),Huston-Tillotson University,"Private School, Religious",40500,70000,N/A,0.07
1212 (tie),Keuka College,"Private School, Religious",43300,70000,0.64,0.02
1214 (tie),Fairmont State University,State School,41700,69900,0.52,0.05
1214 (tie),Montana State University-Northern,State School,42500,69900,0.6,0.02
1214 (tie),SUNY College of Agriculture and Technology at Cobleskill,State School,39300,69900,0.61,0.06
1214 (tie),University of Mary,"Private School, Religious",45600,69900,0.61,0.04
1218 (tie),Green Mountain College,"Private School, Religious",39600,69800,0.53,0.02
1218 (tie),Guilford College,"Liberal Arts School, Private School, Religious",40800,69800,0.52,0.15
1220 (tie),Buena Vista University,"Private School, Religious",39700,69700,0.56,0.05
1220 (tie),Concord University,State School,38900,69700,0.46,0.12
1220 (tie),Doane University-Graduate and Professional Studies,Private School,41600,69700,0.53,0
1220 (tie),Edinboro University of Pennsylvania,State School,40200,69700,0.55,0.05
1220 (tie),Warner University,"Private School, Religious",40000,69700,0.64,0.03
1225 (tie),Albany State University,State School,38500,69600,0.73,0.09
1225 (tie),Northwestern Oklahoma State University,State School,41000,69600,0.57,0.09
1225 (tie),SUNY College of Technology at Delhi,State School,41300,69600,0.58,0.01
1225 (tie),University of West Alabama,State School,40200,69600,0.58,0.03
1229 (tie),Friends University,"Business, Private School",44700,69500,0.59,0.1
1229 (tie),Greensboro College,"Private School, Religious",42000,69500,0.7,0.08
1229 (tie),West Liberty University,State School,40000,69500,0.55,0.07
1229 (tie),Wilmington College,"Private School, Religious",41500,69500,0.58,0.07
1233,University of North Carolina at Asheville,"Liberal Arts School, For Sports Fans, State School",40900,69400,0.51,0.21
1234 (tie),Florida SouthWestern State College,State School,40000,69300,N/A,0.01
1234 (tie),Palm Beach State College,State School,42100,69300,N/A,0.07
1236 (tie),Indiana University-South Bend,State School,43100,69200,0.51,0.09
1236 (tie),Lakeland University,"Business, Private School, Religious",45200,69200,0.53,0.08
1236 (tie),Mount Marty College,"Private School, Religious",39000,69200,0.76,0.01
1239 (tie),Inter American University of Puerto Rico-San German,Private School,41200,69100,N/A,0.19
1239 (tie),Montana State University-Billings,State School,41100,69100,0.57,0.03
1239 (tie),Piedmont College,"Private School, Religious",41200,69100,0.55,0.03
1242 (tie),Grace College and Theological Seminary,"Private School, Religious",41100,69000,0.52,0.03
1242 (tie),Howard Payne University,"Private School, Religious",40300,69000,0.49,0.07
1242 (tie),Jones College-Jacksonville,"Business, Private School",41800,69000,N/A,0.05
1242 (tie),Northeastern State University,State School,42200,69000,0.55,0.07
1242 (tie),St Andrews University,"Private School, Religious",39600,69000,0.39,0.12
1247 (tie),Baker College,Private School,44800,68900,0.5,0.09
1247 (tie),The College of New Rochelle,Private School,42700,68900,0.66,0.01
1247 (tie),Fontbonne University,"Private School, Religious",41500,68900,0.5,0.04
1247 (tie),Notre Dame College,"Private School, Religious",40600,68900,0.68,0.08
1247 (tie),Salem College,"Liberal Arts School, Private School, Religious",37600,68900,0.57,0.13
1247 (tie),Universidad del Turabo,"Private School, Research University",42900,68900,0.72,0.08
1247 (tie),University of Mobile,"Private School, Religious",40200,68900,0.71,0.07
1247 (tie),University of Montevallo,State School,37100,68900,0.49,0.03
1255 (tie),Carson-Newman University,"Private School, Religious",40900,68800,0.6,0.05
1255 (tie),East Texas Baptist University,"Private School, Religious",41500,68800,0.69,0.05
1255 (tie),Eastern Mennonite University,"Private School, Religious",43600,68800,0.62,0.04
1255 (tie),La Roche College,"Private School, Religious",41700,68800,0.41,0.11
1255 (tie),Marygrove College,"Private School, Religious",40900,68800,0.63,0.02
1255 (tie),Missouri Southern State University,State School,42400,68800,0.59,0.09
1255 (tie),Peru State College,State School,42400,68800,0.45,0.05
1255 (tie),SUNY College at Brockport,State School,43200,68800,0.57,0.08
1255 (tie),Tiffin University,Private School,42600,68800,0.61,0.02
1255 (tie),University of Guam,State School,41800,68800,0.84,0.09
1255 (tie),Vincennes University,State School,38800,68800,N/A,0.02
1266 (tie),"Aquinas College - Grand Rapids, MI","Private School, Religious",39900,68700,0.5,0.13
1266 (tie),Florida State College at Jacksonville,State School,42500,68700,0.45,0.05
1266 (tie),Inter American University of Puerto Rico-Metro,"Private School, Research University",40700,68700,N/A,0.08
1266 (tie),Montreat College,"Private School, Religious",42300,68700,0.74,0.06
1266 (tie),Pontifical Catholic University of Puerto Rico-Ponce,"Private School, Religious, Research University",41400,68700,N/A,0.07
1271 (tie),Indiana University-Kokomo,State School,41400,68600,0.55,0.04
1271 (tie),University of Northwestern-St Paul,"Private School, Religious",42900,68600,0.65,0.08
1271 (tie),Wilmington University,"Private School, Research University",43200,68600,0.56,0.04
1274 (tie),Alabama State University,"For Sports Fans, State School",38300,68500,0.62,0.14
1274 (tie),SUNY Buffalo State,State School,40800,68500,0.48,0.06
1274 (tie),Morehead State University,"For Sports Fans, State School",40100,68500,0.55,0.08
1274 (tie),Silver Lake College of the Holy Family,"Private School, Religious",43000,68500,0.43,0.1
1278 (tie),Coastal Carolina University,"For Sports Fans, State School",41900,68400,0.45,0.13
1278 (tie),King University,"Private School, Religious",41400,68400,0.66,0.07
1278 (tie),Liberty University,"Private School, Religious, Research University, For Sports Fans",41300,68400,0.63,0.01
1278 (tie),University of Sioux Falls,"Private School, Religious",41700,68400,0.6,0.05
1282 (tie),Berea College,"Liberal Arts School, Private School",39200,68300,0.51,0.15
1282 (tie),Coppin State University,"For Sports Fans, State School",44100,68300,0.7,0.05
1282 (tie),Dakota Wesleyan University,"Private School, Religious",38500,68300,N/A,0.07
1282 (tie),Greenville College,"Private School, Religious",41100,68300,0.57,0.1
1282 (tie),Mount Aloysius College,"Private School, Religious",40500,68300,0.53,0.09
1282 (tie),Newberry College,"Private School, Religious",40600,68300,0.55,0.11
1282 (tie),Ohio Dominican University,"Private School, Religious",42800,68300,0.5,0.05
1282 (tie),Tennessee Wesleyan University,"Private School, Religious",40900,68300,0.55,0.04
1282 (tie),Winston-Salem State University,State School,44900,68300,0.74,0.06
1291 (tie),Cambridge College,Private School,41200,68200,0.57,0
1291 (tie),Carlow University,"Private School, Religious",41800,68200,0.51,0.04
1291 (tie),Gallaudet University,Private School,41900,68200,0.65,0.05
1294,Johnson State College,State School,38800,68100,0.5,0.03
1295 (tie),Ashland University,"Private School, Religious, Research University",41800,68000,0.48,0.05
1295 (tie),Averett University,"Private School, Religious",40800,68000,0.57,0.06
1295 (tie),Cincinnati College of Mortuary Science,Private School,39500,68000,N/A,0
1295 (tie),Crown College,"Private School, Religious",41700,68000,0.71,0.02
1295 (tie),Indiana University-Northwest,State School,42100,68000,0.66,0.08
1295 (tie),Spalding University,"Private School, Religious, Research University",44000,68000,0.66,0
1301 (tie),Bethel College-North Newton,"Liberal Arts School, Private School, Religious",43600,67900,N/A,0.09
1301 (tie),Central Methodist University-College of Liberal Arts and Sciences,"Private School, Religious",40700,67900,0.55,0.13
1303 (tie),Bennett College,"Private School, Religious",39600,67800,N/A,0.27
1303 (tie),Bluffton University,"Private School, Religious",39200,67800,0.51,0.08
1303 (tie),Peirce College,"Business, Private School",44400,67800,0.43,0.13
1303 (tie),University of Arkansas at Little Rock,"Research University, For Sports Fans, State School",43400,67800,0.51,0.12
1303 (tie),Virginia Wesleyan College,"Liberal Arts School, Private School, Religious",42900,67800,0.48,0.14
1308 (tie),Art Academy of Cincinnati,"Art, Private School",39500,67700,N/A,0
1308 (tie),Calumet College of Saint Joseph,"Private School, Religious",41000,67700,0.7,0.06
1308 (tie),Indiana University-Southeast,State School,39600,67700,0.52,0.11
1308 (tie),LaGrange College,"Liberal Arts School, Private School, Religious",42100,67700,0.65,0.09
1308 (tie),Lewis-Clark State College,State School,43300,67700,0.58,0.07
1308 (tie),Malone University,"Private School, Religious",42100,67700,0.58,0.06
1308 (tie),Meredith College,"Liberal Arts School, Private School",40800,67700,0.5,0.1
1308 (tie),Norfolk State University,"For Sports Fans, State School",43300,67700,0.7,0.12
1316,Wells College,"Liberal Arts School, Private School",43400,67600,0.55,0.25
1317 (tie),Culinary Institute of America,Private School,40500,67500,0.49,0
1317 (tie),New Mexico Highlands University,State School,39500,67500,0.6,0.07
1319 (tie),Johnson & Wales University-Charlotte,Private School,39800,67400,0.46,0
1319 (tie),Missouri Baptist University,"Private School, Religious",40700,67400,0.62,0.02
1319 (tie),Rogers State University,State School,40000,67400,0.55,0.08
1319 (tie),Southeastern University,"Private School, Religious",40100,67400,0.66,0.02
1319 (tie),Valley City State University,State School,40000,67400,0.59,0.06
1324 (tie),Cornerstone University,"Private School, Religious",40500,67300,0.55,0.01
1324 (tie),Delta State University,State School,40700,67300,0.63,0.06
1324 (tie),Johnson & Wales University-Denver,Private School,39700,67300,0.35,0
1324 (tie),University of Maine at Augusta,State School,40900,67300,0.69,0.07
1328 (tie),Evangel University,"Private School, Religious",40700,67200,0.62,0.07
1328 (tie),Middle Georgia State University,State School,41900,67200,0.63,0.11
1328 (tie),Metropolitan College of New York,"Business, Private School",41400,67200,0.56,0
1331 (tie),Central Baptist College,"Private School, Religious",38200,67100,N/A,0.03
1331 (tie),College of Central Florida,State School,39500,67100,N/A,0.05
1333 (tie),Corban University,"Private School, Religious",39200,67000,0.57,0.01
1333 (tie),Maryville College,"Liberal Arts School, Private School, Religious",42200,67000,0.7,0.16
1333 (tie),Spring Arbor University,"Private School, Religious",39800,67000,0.68,0.02
1336 (tie),Concordia University-Ann Arbor,"Private School, Religious",39400,66900,N/A,0.11
1336 (tie),Lincoln Memorial University,Private School,41100,66900,0.76,0.1
1336 (tie),Southwest Baptist University,"Private School, Religious",39900,66900,0.5,0.06
1336 (tie),University of the Cumberlands,"Private School, Religious, Research University",38800,66900,0.6,0.03
1340 (tie),Hodges University,Private School,41300,66800,0.58,0.08
1340 (tie),Springfield College,Private School,42300,66800,0.72,0.04
1340 (tie),Tusculum College,"Private School, Religious",40500,66800,0.6,0.03
1343 (tie),Granite State College,State School,42400,66700,0.65,0.02
1343 (tie),Madonna University,"Private School, Religious",43700,66700,0.63,0.03
1343 (tie),Multnomah University,Private School,39500,66700,0.86,0
1346 (tie),Southern Wesleyan University,"Private School, Religious",41600,66600,0.56,0.03
1346 (tie),Stevens-Henager College,Private School,40800,66600,0.5,0.43
1346 (tie),Western New Mexico University,State School,40900,66600,0.76,0.02
1349 (tie),Iowa Wesleyan University,"Private School, Religious",40800,66500,0.59,0.05
1349 (tie),Minot State University,State School,44000,66500,0.55,0.05
1349 (tie),Union Institute & University,"Private School, Research University",41900,66500,0.68,0
1352,College of the Ozarks,"Private School, Religious, Sober School",38300,66400,0.55,0.1
1353,"Union College - Barbourville, KY","Private School, Religious",38900,66300,N/A,0.04
1354 (tie),Chicago State University,"For Sports Fans, State School",43100,66200,0.61,0.15
1354 (tie),Limestone College,Private School,42700,66200,0.54,0.11
1354 (tie),Moody Bible Institute,"Private School, Religious",39000,66200,0.61,0
1357 (tie),Alverno College,"Private School, Religious",44200,66100,0.59,0.05
1357 (tie),Mary Baldwin University,"Private School, Religious",38200,66100,0.51,0.09
1357 (tie),Midway University,"Private School, Religious",38900,66100,0.47,0.03
1360 (tie),Culver-Stockton College,"Private School, Religious",38400,66000,0.49,0.07
1360 (tie),Davenport University,"Business, Private School",43700,66000,0.49,0.09
1360 (tie),Lourdes University,"Private School, Religious",43400,66000,0.66,0.04
1360 (tie),Marywood University,"Private School, Religious",41000,66000,0.48,0.04
1360 (tie),San Diego Christian College,"Private School, Religious",41500,66000,N/A,0.05
1360 (tie),University of Arkansas at Monticello,State School,41100,66000,0.61,0.03
1366 (tie),CUNY Medgar Evers College,State School,41200,65900,0.67,0.29
1366 (tie),Judson University,"Private School, Religious",41900,65900,0.59,0.02
1368,Lyndon State College,State School,40400,65800,0.53,0.08
1369 (tie),Bluefield College,"Private School, Religious",41200,65700,0.62,0.02
1369 (tie),"Lincoln University - Jefferson City, MO",State School,38200,65700,0.64,0.07
1371 (tie),Clarks Summit University,"Private School, Religious",38800,65600,0.7,0.01
1371 (tie),Eastern Oregon University,State School,42000,65600,0.6,0.04
1371 (tie),Robert Morris University Illinois,"Business, Private School",42600,65600,0.49,0.05
1374,Oklahoma Panhandle State University,State School,42500,65500,0.41,0.12
1375 (tie),Brandman University,Private School,42300,65400,0.51,0.01
1375 (tie),Huntington University,"Private School, Religious",37700,65400,0.65,0.03
1375 (tie),University of North Carolina at Pembroke,State School,38800,65400,0.68,0.13
1378 (tie),Faulkner University,"Business, Private School, Religious",38400,65300,0.59,0.02
1378 (tie),Goddard College,Private School,40000,65300,N/A,0
1380,University of South Carolina-Aiken,State School,39100,65200,0.6,0.11
1381 (tie),Central State University,State School,39000,65100,0.56,0.13
1381 (tie),Missouri Valley College,"Private School, Religious",39100,65100,0.64,0.1
1381 (tie),Schreiner University,"Liberal Arts School, Private School, Religious",39000,65100,0.47,0.13
1381 (tie),Sul Ross State University,State School,40300,65100,0.52,0.09
1381 (tie),Wilberforce University,"Private School, Religious",41600,65100,0.68,0.13
1386,Trine University-Regional/Non-Traditional Campuses,"Business, Private School",41100,65000,N/A,0
1387 (tie),Blackburn College,"Private School, Religious",38800,64800,0.3,0.2
1387 (tie),Bluefield State College,State School,42400,64800,0.67,0.02
1387 (tie),Grambling State University,"For Sports Fans, State School",42900,64800,0.65,0.09
1387 (tie),Jackson State University,"Research University, For Sports Fans, State School",39900,64800,0.67,0.16
1387 (tie),Paine College,"Liberal Arts School, Private School, Religious",35900,64800,N/A,0.12
1387 (tie),Reinhardt University,"Private School, Religious",40100,64800,0.53,0.04
1393 (tie),Belhaven University,"Private School, Religious",39900,64600,0.57,0.01
1393 (tie),University of the Ozarks,"Private School, Religious",41000,64600,N/A,0.19
1395 (tie),Gardner-Webb University,"Private School, Religious, Research University, For Sports Fans",38700,64500,0.6,0.04
1395 (tie),Indian River State College,State School,40400,64500,0.6,0.03
1395 (tie),Paul Quinn College,"Private School, Religious",41400,64500,N/A,0.05
1398,Everest University-Tampa,Private School,37900,64400,0.5,0.02
1399 (tie),Bethel College-Indiana,"Private School, Religious",39800,64300,0.46,0.04
1399 (tie),Hannibal-LaGrange University,"Private School, Religious",37500,64300,0.53,0.05
1399 (tie),Mount Ida College,Private School,41500,64300,0.54,0.02
1399 (tie),University of Maine at Fort Kent,State School,42000,64300,0.74,0.06
1403,Bethune-Cookman University,"Liberal Arts School, Private School, Religious, For Sports Fans",40000,64200,0.56,0.07
1404,Unity College,Private School,38400,64100,N/A,0.19
1405,Prescott College,Private School,40500,64000,0.73,0.03
1406 (tie),Polk State College,State School,39600,63900,N/A,0.01
1406 (tie),Rochester College,"Private School, Religious",37700,63900,0.42,0
1408 (tie),Brewton-Parker College,"Private School, Religious",36300,63800,N/A,0.15
1408 (tie),Kentucky Christian University,"Private School, Religious",38900,63800,N/A,0.06
1408 (tie),University of Pittsburgh-Bradford,State School,38600,63800,0.47,0.2
1411 (tie),Chestnut Hill College,"Private School, Religious",39400,63600,0.59,0.05
1411 (tie),Medaille College,Private School,38600,63600,0.59,0.03
1411 (tie),University of Maine at Presque Isle,State School,38400,63600,0.55,0.06
1414 (tie),Savannah State University,"For Sports Fans, State School",39400,63400,0.62,0.23
1414 (tie),University of Northwestern Ohio,Private School,39000,63400,0.39,0.02
1416,Miami Dade College,State School,44200,63300,0.57,0.02
